Customer_ID,churn
7528,0.6802610475619725
84248,0.5591860854073817
79107,0.8752114752793796
37340,0.568024741164197
33019,0.39223609416347627
4371,0.251200437151631
99629,0.6245487772487754
64336,0.5264855230532969
70650,0.25233426078113624
13142,0.5722763454006101
52725,0.4101020006609652
58547,0.6782382872588234
17030,0.5987777875086495
31703,0.4211238614428391
45297,0.23778673640981804
8020,0.6472240747933978
68518,0.6608505646592884
5655,0.31712598685136834
43754,0.35437200372476785
95136,0.16586041150480868
67332,0.5378494529328365
7576,0.5296518875634805
46519,0.6662444816839634
25594,0.4298942289058701
77617,0.748203308593628
85225,0.5875192260842597
48409,0.5827707610839257
20835,0.3070151591286212
57522,0.47250387162140894
86727,0.20548746575480517
26383,0.3063969773082627
66835,0.7636902212639549
68728,0.7025400577097396
92465,0.1837983763500427
77577,0.5273595605457931
7725,0.5802790600755698
56153,0.45979604949425984
42199,0.4976454773200056
75169,0.15991370387777332
50307,0.2672839402901859
48145,0.5178775878151629
99331,0.6060757266271978
34439,0.47848113922027163
32821,0.5772384522708045
14690,0.4998771822284997
42594,0.3813573733584214
47570,0.42841558241464367
17991,0.8199163053102608
71672,0.42348651763316114
22370,0.8132271831963972
52229,0.6262265952002679
81366,0.5655187900162871
96408,0.2178467201500556
21345,0.45495380889847686
29270,0.27991914419959374
24248,0.3243540147356023
80605,0.5341340082537805
32442,0.3734570797616591
13353,0.7115041335391191
95242,0.28050947663303744
43646,0.5476419137808225
49368,0.4935862389150265
81826,0.5620412219392457
22740,0.5935666542320258
62821,0.4112921375907404
25511,0.7843839282925122
5173,0.2914363142540774
77753,0.651925725646741
61340,0.7593318494384593
84374,0.2617000512603019
23046,0.7165573463523511
39,0.5700165740943602
77390,0.48554153904905606
32736,0.6404222450787456
4759,0.4661966688501613
93465,0.15220990367512258
96889,0.4322730832375099
62756,0.4886707403880942
21717,0.5181026144200788
67735,0.5958476997163525
76321,0.48138512893860075
63219,0.6670530594698478
17171,0.820196023701209
12695,0.685217733604924
77691,0.2089087997283523
9057,0.6105640994502081
74517,0.7504809467619304
1600,0.6077003290523112
76037,0.31981533013123525
93257,0.14839522171782457
33318,0.5822022215980961
36856,0.531288557908604
38519,0.5296270007661577
24612,0.5009991914100519
5742,0.6116015078148695
29254,0.5615404813505989
3892,0.4928214653838111
16635,0.36569580240358285
3532,0.6057475671838555
29986,0.7215593486743394
31486,0.5817787976348568
17170,0.4593566440275202
31227,0.5761959121875552
97425,0.18981675626976993
12499,0.5614267235239138
78389,0.650339376647064
18473,0.5060961790398556
99001,0.6316247680900442
60958,0.33594020949085945
91927,0.6139442920341843
9571,0.4874562254414553
63067,0.16091013129437484
72196,0.48742013820168717
16692,0.2973237814852933
25892,0.47569064342722517
904,0.5064232074120697
62213,0.4061477105751282
37502,0.5220958522268756
30519,0.21026415813608665
69595,0.7263791299535274
37985,0.4189698639051545
21251,0.49775653185545565
85325,0.5761058179667864
42797,0.5570881071678938
47727,0.33204512019992954
22128,0.5444994377375031
26791,0.536438897728991
27278,0.35913454825136093
10387,0.6730920241929025
52883,0.5880998460430803
80458,0.6520243735783978
80941,0.5103565089612172
32340,0.3697276243899959
36153,0.6348348874844566
24396,0.42748728933602786
3486,0.25574099152512203
50393,0.5244420314502158
50626,0.518612198728909
32660,0.4408537264010334
56840,0.8410969954487797
72051,0.31539457902268075
13657,0.6859696354455774
10869,0.8395971483812015
36003,0.3991323988773092
98018,0.5916038875969476
14860,0.5257540131799182
34864,0.8269613507601314
7430,0.5218840946951933
43017,0.4080908583043452
28078,0.5868388610611321
11094,0.6373714001462004
67334,0.6619780760210778
94958,0.14481050073334018
4249,0.7383814430588773
13605,0.44747854708208173
18919,0.7421532660320731
49490,0.6124719324906438
98598,0.632474835924969
72281,0.4957469828778221
2827,0.6584726172412967
38980,0.6471217134390508
64933,0.4388270742638332
70553,0.5440243572052518
66421,0.8328655809295297
73326,0.5337859312127458
64910,0.4893239075112617
13687,0.7051147755481951
68235,0.758317913598223
27513,0.47201335730250416
28316,0.5315102514012671
83284,0.6642290632883039
11076,0.576112438460388
15733,0.5260115166005834
68150,0.5539103057943604
84542,0.8073240019825355
59095,0.7652675935020518
75196,0.5297196157513216
31430,0.5061794725435885
7541,0.6164520862461504
62146,0.3275825477968705
74404,0.5874742313984344
70962,0.3428293508809581
97062,0.30524067570456886
64865,0.6562890420551168
21464,0.6736608717418358
94237,0.3483004449807983
43691,0.6989439858661656
65346,0.4932532602681473
67564,0.7466208578715636
45200,0.3870725691586139
76809,0.1137175246133903
94994,0.23623471007177466
22008,0.9064780681439858
34734,0.765874681785682
45130,0.6877174015673719
73964,0.581760736069772
2951,0.6007142611209222
45625,0.4598993866525421
85123,0.6327855752524302
49891,0.4654464560518068
94060,0.3988729480472972
37045,0.4347498559956999
39938,0.7229885109075206
12289,0.4524059799382132
35809,0.8068738270420357
94263,0.17385271690545914
45400,0.5799065219043783
29508,0.43479851867602826
64535,0.28037606992555036
94543,0.20938407692805072
17430,0.5808485224038133
88135,0.7164951926433961
14948,0.8115980722967032
88265,0.5715177132464901
24818,0.5380967663626612
39020,0.32846893491972734
91824,0.41987608559374234
11846,0.8568667067725521
49940,0.6047204989733768
43677,0.4971352173437046
13743,0.7586688505354474
76542,0.24278571533688462
3835,0.3032962547214549
47299,0.44245691515805025
99641,0.3438419488989779
90945,0.17033637223899378
52682,0.39310754526848174
28683,0.4265013427510733
52955,0.4929001275995145
89640,0.9347988948388657
31404,0.5463461675449596
74835,0.9090117317877264
97618,0.6092079936054526
13212,0.2007587875832719
5340,0.49377237703089055
23335,0.5137116150391805
39591,0.6985967017738255
96946,0.23604981168889777
65508,0.627911840063269
16744,0.62389061602072
1114,0.24597674330046768
94447,0.2599279196794301
29004,0.6380085572351555
43354,0.541643745959327
61867,0.43995678872267124
31778,0.6230263022261175
95177,0.3026161340466043
82906,0.34394933455207577
3071,0.7692523357097006
9315,0.7508399133257965
20266,0.7293822723164382
45722,0.3624559629316297
60404,0.40956830805428396
78921,0.7639355196309698
30214,0.5283352344639769
53042,0.6283997658112266
50605,0.32667075400975576
63029,0.6776636832750842
79509,0.46993956163672723
23021,0.7827089887480618
75516,0.4650539818884129
18746,0.5160000745301622
78816,0.1748903036706639
15378,0.7323443246997373
1518,0.13484115725019494
91981,0.30508125986777923
24364,0.3686927847851491
47221,0.3171240586615977
